system,planet,msini_mjup,swept,edge_on_survival,ceiling_factor,mass_ceiling_mjup,inc_floor_deg,t_max_yr
TOI-1062,TOI-1062 b,0.03193547,False,1.0,,,,11260.671258514198
TOI-1062,TOI-1062 c,0.03077132,True,1.0,,,,11260.671258514198
HD 27894,HD 27894 b,0.619,True,1.0,11.473713245669856,7.102228499069641,5.0,49334.403293789124
HD 27894,HD 27894 c,0.162,True,1.0,11.473713245669856,1.8587415457985168,5.0,49334.403293789124
HD 27894,HD 27894 d,6.493,False,1.0,11.473713245669856,,5.0,49334.403293789124
HD 50499,HD 50499 b,1.636,True,1.0,8.205509048125078,13.424212802732628,7.0,6699794.8823172785
HD 50499,HD 50499 c,2.93,True,1.0,8.205509048125078,24.04214151100648,7.0,6699794.8823172785
HD 33142,HD 33142 d,0.2,True,1.0,8.205509048125078,1.6411018096250158,7.0,246132.7954742675
HD 33142,HD 33142 b,1.26,True,1.0,8.205509048125078,10.338941400637598,7.0,246132.7954742675
HD 33142,HD 33142 c,0.89,True,1.0,8.205509048125078,7.3029030528313195,7.0,246132.7954742675
HD 184010,HD 184010 b,0.31,True,1.0,4.809734344744131,1.4910176468706806,12.000000000000002,784668.0728635589
HD 184010,HD 184010 c,0.3,True,1.0,4.809734344744131,1.4429203034232392,12.000000000000002,784668.0728635589
HD 184010,HD 184010 d,0.45,True,1.0,4.809734344744131,2.164380455134859,12.000000000000002,784668.0728635589
HD 1605,HD 1605 b,0.934,True,1.0,,,,1580287.5436251296
HD 1605,HD 1605 c,3.62,True,1.0,,,,1580287.5436251296
HD 164922,HD 164922 d,0.01258534,True,1.0,,,,34108.14644918526
HD 164922,HD 164922 e,0.0331,True,1.0,,,,34108.14644918526
HD 164922,HD 164922 c,0.04090237,True,1.0,,,,34108.14644918526
HD 164922,HD 164922 b,0.36497499,True,1.0,,,,34108.14644918526
TOI-375,TOI-375 b,0.745,False,1.0,,,,25885.531631147656
TOI-375,TOI-375 c,2.106,True,1.0,,,,25885.531631147656
TOI-375,TOI-375 d,1.402,True,1.0,,,,25885.531631147656
HD 159868,HD 159868 c,0.768,True,1.0,,,,960985.6626516378
HD 159868,HD 159868 b,2.218,True,1.0,,,,960985.6626516378
HD 107148,HD 107148 c,0.0626,True,0.2,,,,50175.77164525602
HD 107148,HD 107148 b,0.21,True,0.2,,,,50175.77164525602
75 Cet,75 Cet b,2.479,True,1.0,,,,1907241.694546028
75 Cet,75 Cet c,0.912,True,1.0,,,,1907241.694546028
HD 177830,HD 177830 c,0.15,True,1.0,,,,303627.6623167183
HD 177830,HD 177830 b,1.69,True,1.0,,,,303627.6623167183
rho CrB,rho CrB e,0.01167297,True,1.0,,,,35329.22821310821
rho CrB,rho CrB b,1.09491472,True,1.0,,,,35329.22821310821
rho CrB,rho CrB c,0.08634219,True,1.0,,,,35329.22821310821
YZ Cet,YZ Cet b,0.00220245,True,0.8,4.809734344744131,0.01059319940758171,12.000000000000002,5532.8407802867605
YZ Cet,YZ Cet c,0.00358684,True,0.8,4.809734344744131,0.017251747537102038,12.000000000000002,5532.8407802867605
YZ Cet,YZ Cet d,0.00342952,True,0.8,4.809734344744131,0.01649508012998689,12.000000000000002,5532.8407802867605
HD 191939,HD 191939 b,0.03146352,False,1.0,4.809734344744131,,12.000000000000002,24313.0075932548
HD 191939,HD 191939 c,0.02517081,False,1.0,4.809734344744131,,12.000000000000002,24313.0075932548
HD 191939,HD 191939 d,0.00880979,False,1.0,4.809734344744131,,12.000000000000002,24313.0075932548
HD 191939,HD 191939 e,0.35302068,True,1.0,4.809734344744131,1.6979356890009274,12.000000000000002,24313.0075932548
HD 191939,HD 191939 g,0.04247575,True,1.0,4.809734344744131,0.2042970735937655,12.000000000000002,24313.0075932548
HD 191939,HD 191939 f,2.88,True,1.0,4.809734344744131,13.852034912863097,12.000000000000002,24313.0075932548
HD 189567,HD 189567 b,0.02674399,True,1.0,,,,39118.41344865363
HD 189567,HD 189567 c,0.02202446,True,1.0,,,,39118.41344865363
GJ 887,GJ 887 e,0.00459367,True,1.0,4.809734344744131,0.022094332367420772,12.000000000000002,12114.716553329008
GJ 887,GJ 887 b,0.01227077,True,1.0,4.809734344744131,0.059019143905455936,12.000000000000002,12114.716553329008
GJ 887,GJ 887 c,0.02045129,True,1.0,4.809734344744131,0.0983652719073222,12.000000000000002,12114.716553329008
GJ 887,GJ 887 d,0.01919275,True,1.0,4.809734344744131,0.09231202884508792,12.000000000000002,12114.716553329008
HD 28471,HD 28471 b,0.01170443,True,1.0,8.205509048125078,0.09604080626814661,7.0,8665.024320136612
HD 28471,HD 28471 c,0.01799713,True,1.0,8.205509048125078,0.1476756130552833,7.0,8665.024320136612
HD 28471,HD 28471 d,0.01544859,True,1.0,8.205509048125078,0.1267635450257746,7.0,8665.024320136612
HD 219134,HD 219134 b,0.01491363,False,1.0,,,,8467.970296772062
HD 219134,HD 219134 c,0.01371803,False,1.0,,,,8467.970296772062
HD 219134,HD 219134 f,0.02296825,False,1.0,,,,8467.970296772062
HD 219134,HD 219134 d,0.05087625,False,1.0,,,,8467.970296772062
HD 219134,HD 219134 g,0.034,True,1.0,,,,8467.970296772062
HD 219134,HD 219134 h,0.34,True,1.0,,,,8467.970296772062
Kepler-68,Kepler-68 b,0.02526521,False,1.0,,,,14780.979667157333
Kepler-68,Kepler-68 c,0.00409026,False,1.0,,,,14780.979667157333
Kepler-68,Kepler-68 d,0.84007174,False,1.0,,,,14780.979667157333
Kepler-68,Kepler-68 e,0.272,True,1.0,,,,14780.979667157333
TOI-6695,TOI-6695 b,0.21,False,1.0,,,,220093.0972302515
TOI-6695,TOI-6695 c,1.45,True,1.0,,,,220093.0972302515
Kepler-56,Kepler-56 b,0.07,False,1.0,,,,28751.81516498503
Kepler-56,Kepler-56 c,0.57,False,1.0,,,,28751.81516498503
Kepler-56,Kepler-56 d,5.61,True,1.0,,,,28751.81516498503
K2-18,K2-18 c,0.02362898,True,1.0,2.6694671625540143,0.06307678619464556,22.0,24536.619221547564
K2-18,K2-18 b,0.02806532,False,1.0,2.6694671625540143,,22.0,24536.619221547564
HD 20003,HD 20003 b,0.0367,True,0.8,,,,32438.60463933355
HD 20003,HD 20003 c,0.0454,True,0.8,,,,32438.60463933355
HD 20781,HD 20781 b,0.0061,True,1.0,,,,14547.570800201682
HD 20781,HD 20781 c,0.0168,True,1.0,,,,14547.570800201682
HD 20781,HD 20781 d,0.0334,True,1.0,,,,14547.570800201682
HD 20781,HD 20781 e,0.0442,True,1.0,,,,14547.570800201682
HD 104067,HD 104067 c,0.04153184,True,1.0,,,,38053.93718218052
HD 104067,HD 104067 b,0.19538845,True,1.0,,,,38053.93718218052
HD 21693,HD 21693 b,0.0259,True,1.0,,,,62090.625700082936
HD 21693,HD 21693 c,0.0547,True,1.0,,,,62090.625700082936
Wolf 1061,Wolf 1061 b,0.0060095,True,1.0,,,,13379.603590966586
Wolf 1061,Wolf 1061 c,0.01072901,True,1.0,,,,13379.603590966586
Wolf 1061,Wolf 1061 d,0.02422679,True,1.0,,,,13379.603590966586
TOI-5789,TOI-5789 b,0.00667027,True,1.0,,,,7566.571216870327
TOI-5789,TOI-5789 c,0.01573176,False,1.0,,,,7566.571216870327
TOI-5789,TOI-5789 d,0.01349785,True,1.0,,,,7566.571216870327
TOI-5789,TOI-5789 e,0.03652915,True,1.0,,,,7566.571216870327
Kepler-48,Kepler-48 b,0.01239656,False,1.0,,,,13081.451706519376
Kepler-48,Kepler-48 c,0.04596797,False,1.0,,,,13081.451706519376
Kepler-48,Kepler-48 d,0.025,False,1.0,,,,13081.451706519376
Kepler-48,Kepler-48 e,2.067,False,1.0,,,,13081.451706519376
Kepler-48,Kepler-48 f,0.93944088,True,1.0,,,,13081.451706519376
L 98-59,L 98-59 b,0.00144732,False,1.0,,,,6168.690220888066
L 98-59,L 98-59 c,0.0062927,False,1.0,,,,6168.690220888066
L 98-59,L 98-59 d,0.00516002,False,1.0,,,,6168.690220888066
L 98-59,L 98-59 e,0.00887271,True,1.0,,,,6168.690220888066
L 98-59,L 98-59 f,0.00880979,True,1.0,,,,6168.690220888066
HD 158259,HD 158259 b,0.00698487,False,1.0,,,,5963.039284432954
HD 158259,HD 158259 c,0.01761948,True,1.0,,,,5963.039284432954
HD 158259,HD 158259 d,0.01702168,True,1.0,,,,5963.039284432954
HD 158259,HD 158259 e,0.01912972,True,1.0,,,,5963.039284432954
HD 158259,HD 158259 f,0.0193185,True,1.0,,,,5963.039284432954
HD 39194,HD 39194 b,0.01453615,True,1.0,,,,15433.046515965518
HD 39194,HD 39194 c,0.02356618,True,1.0,,,,15433.046515965518
HD 39194,HD 39194 d,0.01623518,True,1.0,,,,15433.046515965518
DMPP-6,DMPP-6 b,0.01824884,True,1.0,,,,20815.058836771303
DMPP-6,DMPP-6 c,0.04238136,True,1.0,,,,20815.058836771303
Kepler-129,Kepler-129 b,0.06292704,False,1.0,,,,43230.66591446112
Kepler-129,Kepler-129 c,0.13529313,False,1.0,,,,43230.66591446112
Kepler-129,Kepler-129 d,8.3,True,1.0,,,,43230.66591446112
